url,title,theme,content,topic,title_word_count,content_word_count,frequent_word,frequency
https://www.cbsnews.com/news/israel-hamas-war-gaza-palestinians-mark-76th-nakba-amid-new-catastrophe/,"Palestinians mark 76th ""Nakba,"" as the raging Israel-Hamas war leaves them to suffer a brand new catastrophe",World,"Watch CBS News
ByImtiaz Tyab,Agnes Reau
Updated on:  May 15, 2024 / 5:45 PM EDT/ CBS News
Ramallah, West Bank— For Palestinians, Wednesday marks the ""Nakba."" The word means catastrophe, and the date marks the mass displacement in 1948 of more than 700,000 Palestinians upon the formation of the modern state of Israel.
It has been 76 years since that happened, but this year, Palestinians are also commemorating what some are calling a second Nakba — the currentwar in the Gaza Strip, which has been perhaps the most horrific and the bloodiest chapter in the history of the Palestinian people.
Since Gaza's Hamas rulers sparked the war with their Oct. 7 terrorist attacks on Israel, more than 35,000Palestinians have been killedby Israel's retaliatory offensive in the territory, according to its health ministry. The United Nationsestimatesthat at least 1.7 million people — more than half of Gaza's population — have been displaced from their homes since the war started.
Israeli Prime Minister Benjamin Netanyahu has been adamant since Oct. 7 that the only way to respond to Hamas' slaughter of some 1,200 people is to destroy the group, and he's vowed to carry out a ground offensive in Rafah, the last Gazan city so far spared an all-out assault.
Israel says there are four Hamas battalions still there, but there are also hundreds of thousands of civilians who sought refuge in the southern city over seven months of war, and the U.S. and other Israeli allies have warned against a full-scale ground invasion.
Much of the rest of Gaza has already been left in ruins by Israel's overwhelming firepower — much of it supplied by the U.S., and withmuch more said to be on the waysoon.
For the Palestinian people, it's already been a crisis on a scale far greater than the violence and displacement of 76 years ago, and with the prospect of a Rafah incursion looming, thousands havefled in fear for their lives all over again.
On Tuesday, Israelis marked their Independence Day. Normally a time of celebration, this year's commemorations were largely somber, as Israelis continue to call on their leaders to reach a deal to free the roughly 100 hostages still believed to be alive and held by Hamas or other groups in Gaza.
CBS News' Tucker Reals contributed to this report.
Imtiaz Tyab is a CBS News correspondent based in London.
First published on May 15, 2024 / 9:48 AM EDT
© 2024 CBS Interactive Inc. All Rights Reserved.
Copyright ©2024 CBS Interactive Inc. All rights reserved.","['War', 'Hamas', 'Israel', 'Palestinians', 'Gaza Strip', 'Benjamin Neta\u200bnyahu']",17,421,cbs,6
https://www.cbsnews.com/news/college-professor-loay-alnaji-stand-trial-paul-kessler-death-pro-israel-counter-protester/?intcid=CNI-00-10aaa3a,College professor to stand trial in death of pro-Israel counter-protester last year,Crime,"Watch CBS News
May 16, 2024 / 6:54 AM EDT/ CBS/AP
Ventura, Calif.— A judge decided Wednesday that a Southern California college professor will stand trial for involuntary manslaughter and battery in the death of a Jewish counter-protester during demonstrations overthe Israel-Hamas warlast year.
Superior Court Judge Ryan Wright judge declared after a two-day preliminary hearing that there's enough evidence to try Loay Abdelfattah Alnaji,according to the Ventura County District Attorney's Office.
Alnaji, 51, is accused of striking Paul Kessler with a megaphone in November during a confrontation at an event that started as a pro-Palestinian demonstration in Thousand Oaks, a suburb northwest of Los Angeles.
Kessler, 69, fell backward and struck his head on the pavement. He died the next day at a hospital.
Alnaji was charged with two felonies: involuntary manslaughter and battery causing serious bodily injury, with special allegations of personally inflicting great bodily harm injury on each count, the DA's office said. If found guilty of all charges, he could be sentenced to more than four years in prison.
Alnaji posted $50,000 bail. An Associated Press email and phone message for Alnaji's lawyer, Ron Bamieh, weren't immediately returned Wednesday.
Alnaji, a professor of computer science at Moorpark College, had espoused pro-Palestinian views on his Facebook page and other social media accounts, many of which were taken down in the days after Kessler's death,according to the Los Angeles Times.
The D.A.'s office says it ""continues to translate and review messages, social media postings, files, and documents belonging to Alnaji. This evaluation is ongoing and comprehensive, but to date it has not revealed evidence to support a hate crime. While antisemitic hate speech was heard at the November 5, 2023, rally, there is no evidence those words were said by Alnaji.""
First published on May 16, 2024 / 6:54 AM EDT
© 2024 CBS Interactive Inc. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed. The Associated Press contributed to this report.
Copyright ©2024 CBS Interactive Inc. All rights reserved.","['Hamas', 'Israel', 'Protests', 'Gaza Strip']",12,336,alnaji,8
https://www.cbsnews.com/news/gaza-pier-us-military-aid/?intcid=CNI-00-10aaa3a,U.S. military finishes installing offshore pier to provide aid to Gaza,World,"Watch CBS News
ByEleanor Watson
Updated on:  May 16, 2024 / 7:59 PM EDT/ CBS News
The U.S. military on Thursday finished installing the pieces of atemporary pierthat will be used to transport humanitarian aid into Gaza from the Mediterranean Sea, according to the U.S. Central Command.
CENTCOM issued a statement saying its personnel had ""anchored a temporary pier to the beach in Gaza. As part of this effort, no U.S. troops entered Gaza. Trucks carrying humanitarian assistance are expected to begin moving ashore in the coming days. The United Nations will receive the aid and coordinate its distribution into Gaza.""
On Wednesday, a defense official told CBS News that, ""Earlier today, components of the temporary pier that make up our Joint Logistics Over-the-Shore capability, along with military vessels involved in its construction, began moving from the Port of Ashdod towards Gaza, where it will be anchored to the beach to assist in the delivery of international humanitarian aid."" The Port of Ashdod in Israel is about 10 miles north of Gaza.
Construction of the two pieces, the floating platform and the causeway, was completed last week, but weather had delayed the final movement.
Gaza's need for more food and supplies has only grown in recent weeks as Israel appears to be ready to launch an offensiveagainst the southern city of Rafah. USAID Response Director Daniel Dieckhaus said that 450,000 Gazans have fled Rafah since May 6.
""Humanitarian actors are facing significant challenges getting aid into Rafah given the closure of critical border crossings as well as accessing warehouses and distributing aid due to the deteriorating situation,"" Dieckhaus told reporters on Wednesday.
The Biden administration has said the corridor will increase the amount of aid getting in, but the pier is not meant to replace the entry points by road, which are far more efficient for bringing aid in quickly.
Initially, the corridor is expected to deliver about 90 trucks worth of aid a day, ramping up to 150 per day once it reaches full capacity, defense officials said in a briefing late last month. The United Nations has said that, to meet the needs of Palestinians trapped in Gaza, about 500 trucks worth of aid per day must enter the territory.
The flow of aid through the corridor is expected to start in Cyprus, where it will be inspected and loaded onto ships to travel about 200 miles to the floating platform in the eastern Mediterranean. Once it arrives, the aid will be transferred by U.S. military vessels to the causeway attached to the coast of Gaza. From there, trucks driven by a third party — not U.S. troops — will take the aid into Gaza.
The Israeli military, accordingto the Pentagon, is providing security on the beachhead, and the U.N. is coordinating the delivery of supplies to people in Gaza.
Vice Admiral Brad Cooper, the deputy commander of U.S. Central Command, told reporters that hundreds of tons of aid is ready to be delivered once the corridor is up and running, and thousands more tons in the pipeline.
The Pentagon estimates the cost of the corridor to be about $320 million.
President Biden announced the maritime corridor during his State of the Union address in March. After pledging to provide a pier, he said: ""To the leadership of Israel I say this — humanitarian assistance cannot be a secondary consideration or a bargaining chip. Protecting and saving innocent lives has to be a priority.""
Mr. Biden has said no U.S. troops will set foot in Gaza. There are about 1,000 U.S. service members devoted to the maritime corridor operation just off the coast.
--Brian Dakss contributed reporting.
Eleanor Watson is a CBS News reporter covering the Pentagon.
First published on May 15, 2024 / 2:52 PM EDT
© 2024 CBS Interactive Inc. All Rights Reserved.
Copyright ©2024 CBS Interactive Inc. All rights reserved.","['War', 'Hamas', 'Israel', 'Joe Biden', 'Palestinians', 'Gaza Strip']",11,645,aid,13
https://www.cbsnews.com/news/israel-weapons-transfer-1-billion/?intcid=CNI-00-10aaa3a,"U.S. poised to send $1 billion in weapons to Israel, sources say",Politics,"Watch CBS News
ByAlan He,Ellis Kim,Kristin Brown,Camilla Schick
Updated on:  May 14, 2024 / 11:42 PM EDT/ CBS News
The Biden administration has informed Congress that it intends to transfer $1 billion in weapons to Israel, two congressional sources confirmed to CBS News Tuesday.
Congress will need to approve the transfer. The Wall Street Journal was first to report the news.
The move comes days after the U.S. withheld shipments of certain munitions to Israel, and President Bidensaid in an interviewwith CNN that the U.S. would further curtail weapons shipments if Israel broadened its ground offensive to include civilian population centers in the southern Gaza city of Rafah.
""We are continuing to send military assistance, and we will ensure that Israel receives the full amount provided in the supplemental,"" National Security Adviser Jake Sullivan said Monday, referring to a recently signed funding package that includes about $14 billion for Israel's defense.
The package includes about $700 million for tank ammunition, $500 million in tactical vehicles and $60 million in mortar rounds, congressional aides told the Associated Press. They spoke on condition of anonymity to discuss an arms transfer that has not yet been made public.
Last month, Congresspassed a $95 billion foreign aid billthat provides military aid to Israel, Ukraine and Taiwan.
The House is also poised to vote this week on a measure that would require the State Department and the Defense Department to carry out the ""prompt delivery"" of military equipment. The White House has pledged to veto the legislation, though the bill is unlikely to clear the Senate.
—Arden Farhi contributed to this report.
First published on May 14, 2024 / 8:47 PM EDT
© 2024 CBS Interactive Inc. All Rights Reserved.
Copyright ©2024 CBS Interactive Inc. All rights reserved.",['Israel'],12,293,israel,6
https://www.cbsnews.com/news/new-miss-usa-crowned-hawaii-savannah-gankiewicz-resign-noelia-voigt-umasofia-sirvastava-controversy/,New Miss USA Savannah Gankiewicz crowned after former titleholders resign amid controversy,U.S.,"Watch CBS News
ByCaitlin O'Kane
May 16, 2024 / 10:16 AM EDT/ CBS News
After Miss USA gave up her title earlier this month to focus on her mental health, the Miss USA Organization has crowned a successor, Miss Hawaii USA Savannah Gankiewicz.
Gankiewicz was crowned in Hawaii on May 15, where she was born and raised. She was first-runner up at the 2023 Miss USA pagenat but lost to Miss Utah USA Noelia Voigt.
Voight, however,gave up her crown earlier this month, urging people to prioritize their mental health in a social media post announcing her resignation. The Miss USA organization said they respected her decision and that the ""wellbeing of their titleholders is a top priority.""
Just days later,Miss Teen USA UmaSofia Srivastava gave up her crown,saying in a statement on social media her ""personal values no longer fully align with the direction of the organization."" She didn't specify which values were not in alignment.
The New Jersey teen said she is looking forward to completing 11th grade and staring the college application process.
And just a few days before their resignations, Miss USA social media directorClaudia Michellestepped down, saying she saw a decline in Voigt's mental health and saw Srivastava and her family disrespected
She also alleged titleholders were unable to share their personal advocacies on social media and were threatened by Miss USA's social media rules in guidelines, which she said she still has yet to see.
""I feel the way current management speaks about their titleholders is unprofessional and inappropriate; I disavow workplace toxicity and bullying of any kind,"" she wrote on social media. Sheshared photo of herselfwith both Srivastava and Voight.
The Miss USA organization said it was troubled by what it called false accusations. ""Miss USA is committed to fostering a safe, inclusive, and supportive environment, and we take these allegations seriously,"" they said in a statement to USA Today, adding that they would transfer the duties of the former title holders to successors.
Last week,Miss Colorado USA Arianna Lemus announced she was resigning,stating on social media she is calling for reform within the Miss USA organization. ""I stand in solidarity with Noelia and UmaSofia, former Miss USA and Miss Teen USA 2023, as I step down from my role as Miss Colorado USA,"" she said in her statement.
""Noelia and UmaSofia's voices have been stifled by the constraints of a contract that undermines their rights and dignity,"" she continued. ""These remarkable women serve as a poignant reminder of the urgent need for reform within the Miss USA organization.""
Gankiewicz commented on her fellow pageant queens' resignations during her coronation on Wednesday. ""I empathize with the former titleholders, but I took this as a job and responsibility to really help make a positive impact in this organization that I truly believe in,"" she told CBS affiliate KGMB.
In a statement, Gankiewicz said she fully supports and respects Voigt's decision to resign and stands in solidarity with mental health awareness. ""I accept the crown knowing that I have been uplifted by my supporters, family, friends, and the people of Hawaii throughout this journey. I accept this title on their behalf.
""To my fellow Miss USA sisters, I believe it's crucial for us to stand united for the future of the organization and the incoming class of 2024 and beyond. I pledge my wholehearted support to the new delegates who have dedicated themselves to their state pageants, and I am committed to ensuring a seamless and memorable transition between Miss USA titleholders.""
Caitlin O'Kane is a New York City journalist who works on the CBS News social media team as a senior manager of content and production. She writes about a variety of topics and produces ""The Uplift,"" CBS News' streaming show that focuses on good news.
First published on May 16, 2024 / 10:16 AM EDT
© 2024 CBS Interactive Inc. All Rights Reserved.
Copyright ©2024 CBS Interactive Inc. All rights reserved.","['Miss USA', 'Hawaii']",12,658,usa,20
https://www.cbsnews.com/news/maui-wildfires-hawaii-victims-health-food-survey/?intcid=CNR-02-0623,They survived Maui's deadly wildfires. Now many are suffering from food insecurity and deteriorating health.,U.S.,"Watch CBS News
ByLi Cohen
May 16, 2024 / 12:44 PM EDT/ CBS News
It's been nine months sincedeadly wildfiresscorched across the Hawaiian island of Maui, killing dozens of people and leaving the historic town of Lahaina in ashes. And according to a new study, people are still feeling the effects of those fires — with many food insecure and at risk for serious health issues.
Thepublic health report, conducted by researchers at the University of Hawai'i Economic Research Organization and the John A. Burns School of Medicine, looks at the lingering impacts of theAugust 2023 firesthat killed 101 people. Researchers will monitor and analyze these impacts for at least a decade, but already found significant issues in its first sampling of fire victims, which was conducted in February.
Researchers surveyed 679 people, two-thirds of whom lived inLahainaduring the fires. Nearly half of those surveyed reported seeing a decline in their health compared with a year ago, which researchers said ""could deteriorate further if difficulties in accessing care and lack of health insurance are not addressed."" Among those issues are complications with residents' cardiovascular health.
""Exposure to smoke, ash, and debris is strongly associated with worse physical health outcomes and reported symptoms,"" the report says. ""Approximately 74% of participants face a heightened risk of cardiovascular diseases due to elevated or prehypertension levels. Kidney function may be compromised in 8-20% of participants, and up to 60% may suffer poor respiratory health.""
More older adults seem to be affected physically, with 85% of those ages 65 and older reporting physical symptoms have limited their daily activities, including moderate and vigorous exercise, carrying groceries, climbing one flight of stairs, bending, walking or bathing.
Researchers also found a ""notable increase in depression,"" among other mental health issues. Roughly 30% of participants reported feeling moderate or severe anxiety and a slightly larger percentage reported feelings of low self-esteem. Less than 4.5% said they suffered suicidal thoughts following the fires. These numbers were ""significantly higher than state and local averages,"" researchers said, noting that the mental health impact seemed to extend beyond those who were physically exposed to smoke, ash and debris.
Having enough to eat is also a major concern, with nearly half of households in February's survey experiencing food insecurity, a rate researchers said is higher than those previously observed both locally and across the state. This impact is at least somewhat tied to employment issues also experienced since the fires. Nearly half of surveyed victims lost their jobs because of the fires, 20% of whom are still unemployed. Three-quarters of those surveyed make less money than they did before the fires.
""By studying impacts now, we're in a position to prevent short- and long-term conditions such as lung disease and cancer, which our population is already more susceptible to,"" researcherAlika Maunakeasaid.
Maunakea said many of those who reported being more exposed to the fires seem to have more symptoms, and that many of those who participated in the study haven't seen a doctor. Many say they haven't received care because their clinics were destroyed in the fires or because other essentials – like food and housing – took priority.
""There might be some problems that might manifest in the future,"" he said, according to theAssociated Press. ""Please see your doctor. Just pay more attention to your health because of this.'
As the study continues, researchers say they hope to enroll 2,000 people to participate.
Nikima Glatt, who lived in Lahaina when the fires swept through, told CBS affiliateHawaii News Nowthat she worked in the burn zone during the re-entry period.
""I was a runner. I was a skater. I used to exercise a lot,"" she said. ""And now it's difficult for me to do normal things that I used to.""
Li Cohen is a social media producer and trending content writer for CBS News.
First published on May 16, 2024 / 12:44 PM EDT
© 2024 CBS Interactive Inc. All Rights Reserved.
Copyright ©2024 CBS Interactive Inc. All rights reserved.","['Hawaii Wildfires', 'Maui', 'Lahaina', 'Hawaii']",15,667,fire,10
https://www.cbsnews.com/boston/news/hottest-summer-in-2000-years-2023-northern-hemisphere/?intcid=CNR-02-0623,"Summer of 2023 was the hottest in 2,000 years in some parts of the world, researchers say",World,"Watch CBS News
ByLi Cohen
Updated on:  May 14, 2024 / 2:22 PM EDT/ CBS News
Last summer's sweltering heat broke more than city or regional or even national records. In what they call an ""alarming finding,"" scientists say that in the Northern Hemisphere, the summer of 2023 was the hottest in 2,000 years.
Global data already showed that last summerwas the hottest on record. Copernicus, the European Union's climate change observation organization, made that determination  But a new study, published inNatureon Tuesday, looked even further back using both observed andreconstructed temperatures from centuries past.
They found the heat was ""unparalleled,"" the researchers said.
According to their findings, the Northern Hemisphere experienced its hottest summer over the past 2,000 years by more than 0.5 degrees Celsius.
Study co-author Ulf Büntgen, from the University of Cambridge, said in apress releasethat last year was ""exceptionally hot,"" but that the true extent of that heat is visible when looking back at the historical record.
""When you look at the long sweep of history, you can see just how dramatic recent global warming is,"" Büntgen said, ""...and this trend will continue unless we reduce greenhouse gas emissions dramatically.""
The study also compared the temperatures of June, July and August in 2023 to those in the same months of 536 CE — the year one historian dubbed ""the beginning ofone of the worst periods to be alive, if not the worst year,"" as it launched the coldest decade in millennia due to major volcanic eruptions. The difference from that coldest summer to the recent hottest one was 3.93 degrees Celsius.
When it comes to climate change, some people argue that the climate is constantly changing, as seen in the cold period that was kickstarted in 536 CE. But lead author Jan Esper, from the Johannes Gutenberg University Mainz in Germany, said that while that's true, it's the continuedemission of greenhouse gasesthat really make a difference. Burning fossil fuels, such as oil and coal, releases a set of gases that trap the sun's heat in the atmosphere, steadily raising average temperatures. When that's paired with natural weather events likeEl Niño, which occurs when surface temperatures warm up over the Pacific, it only amplifies the impact.
""We end up with longer and more severe heat waves and extended periods of drought,"" Esper said. ""When you look at the big picture, it shows just how urgent it is that we reduce greenhouse gas emissions immediately.""
Experts have long warned that the world needs to take action to try to limit global warming to 1.5 degrees Celsius compared to pre-industrial times. Beyond that, the impacts of rising temperatures, including more frequent and intense droughts, hurricanes and floods, are expected to substantially worsen and drive global migrations, food scarcity and other issues.
But based on the observational record, researchers in this study found that the Northern Hemispheremay have already surpassedthat. They found that temperatures in the hemisphere last summer were 2.07 degrees Celsius warmer than the average temperatures between 1850 and 1900.
""This alarming finding not only demonstrates that 2023 saw the warmest ever recorded summer across the [Northern Hemisphere] extra-tropics, but also that the 2015 Paris Agreement to constrain warming globally to 1.5 ºC has already been superseded at this limited spatial scale,"" the study says.
In their research, the scientists found ""inconsistencies"" and uncertainties in the baseline temperatures that experts have been using to track temperature rise. Those issues were largely due to a lack of station records in more remote areas of the world and ""inadequately sheltered thermometers,"" researchers said.
Based on their own studies, they found that it was actually cooler in pre-industrial times than what was thought when accounting for extended cold periods. With that in consideration, they found the difference in temperatures between that time and last summer was even greater, at 2.20 degrees Celsius.
Researchers did note that their findings are largely based on temperatures in the Northern Hemisphere alone, as data for the Southern Hemisphere was sparse for the time periods they analyzed. They also said that the region responds differently to climate change because oceans are more prevalent in the southern half of the globe.
Despite the inability to develop fully worldwide temperature reconstructions and analysis, the researchers said their study ""clearly demonstrates the unparalleled nature of present-day warmth at large spatial scales and reinforces calls for immediate action towards net zero emissions.""
The paper comes as the planet continues to see back-to-back months of heat records withdeadly consequences. Weather experts have warned thatthis summer could be just as scorching as the last, with above-normal temperatures expected across the majority of the U.S.
Li Cohen is a social media producer and trending content writer for CBS News.
First published on May 14, 2024 / 2:21 PM EDT
© 2024 CBS Interactive Inc. All Rights Reserved.
©2024 CBS Broadcasting Inc. All Rights Reserved.","['Climate Change', 'Science']",17,811,temperature,13
https://www.cbsnews.com/boston/news/museum-of-science-boston-renovation/?intcid=CNR-02-0623,"Museum of Science in Boston announces ""major renovation"" plans",Local News,"Watch CBS News
ByNeal Riley
Updated on:  May 14, 2024 / 6:23 PM EDT/ CBS Boston
BOSTON - TheMuseum of Sciencein Boston announced Tuesday that it will soon be undergoing a ""major renovation.""
The existing Cahners Theater will be transformed into a new venue called the ""Public Science Common."" The 10,000-square-foot area overlooking the Charles River is envisioned as a ""state-of-the-art convening space that will connect the public to Boston's unparalleled scientific community.""
Work will start this year and it is expected to finish in 2026. The museum didn't say how much it will cost, butBloomberg Philanthropieswill be a leading funder.
The Public Science Common space will be a multimedia venue capable of accommodating 700 people. It will allow for ""multiple programming in a single space,"" the museum says.
The new space will act as a hub for the museum's Center for Life Sciences, Center for the Environment and Center for Space Sciences initiatives.
""The Public Science Common will be common ground for everyone interested in science and technology,"" Museum of Science president Tim Ritchie said in a statement. ""It will be a place for people to bring their ideas and hopes, questions, and doubts. It will be a place where industry, academia, government, and the public can think out loud and solve problems together.""
The architect behind the new space, William Rawn Associates, has also worked on the redesign of the Boston Public Library's central branch and the Seiji Ozawa Hall at Tanglewood.
The project will also help the museum work toward its goal ofcarbon neutralityby 2035.
Neal J. Riley is a digital producer for CBS Boston. He has been with WBZ-TV since 2014. His work has appeared in The Boston Globe and The San Francisco Chronicle. Neal is a graduate of Boston University.
First published on May 14, 2024 / 4:54 PM EDT
© 2024 CBS Broadcasting Inc. All Rights Reserved.
©2024 CBS Broadcasting Inc. All Rights Reserved.",['Boston'],9,320,boston,8
https://www.cbsnews.com/boston/news/david-andrews-patriots-contract-extension-nfl/,David Andrews reportedly agrees to contract extension with Patriots through 2025 NFL season,Sports,"Watch CBS News
ByMatt Geagan
Updated on:  May 16, 2024 / 3:30 PM EDT/ CBS Boston
FOXBORO -- There may be questions along the Patriots' offensive line heading into the 2024 season, but there is no question that David Andrews anchors the unit. On Thursday, the team made sure their O-line anchor will remain in New England for at least two more seasons.
The Patriots and Andrews have reportedly agreed to a new contract that will run through the 2025 NFL season,according to ESPN's Field Yates. The 31-year-old's deal was set to expire after the upcoming season, but he will now receive up to $13 million over the next two seasons, with $8 million guaranteed.
Andrews has played all eight of his NFL seasons in New England and has been a Patriots team captain seven times. Aside from missing the 2019 season with a medical issue, Andrews has been the team's starting center since he took over during his rookie season. He initially signed with the team as an undrafted free agent out of Georgia in 2015.
He not only played in all 17 games last season, but Andrews played every offensive snap for the Patriots and was hit with just one penalty. Following the retirement of Matthew Slater, Andrews is now the longest-tenured member of the Patriots, along with long-snapper Joe Cardona.
The Patriots will be relying heavily on Andrews' leadership in 2024, which will be Jerod Mayo's first season as head coach of the team in place of Bill Belichick. Along with Andrews, the Patriots also gave extensions to fellow offensive lineman Mike Onwenu, receiver Kendrick Bourne, safety Kyle Dugger, linebackers Josh Uche and Anfernee Jennings, and defensive tackle Christian Barmore over the offseason.
Matthew Geagan is a sports writer and producer for CBS Boston and wbz.com. He has been part of the WBZ sports team for nearly 20 years.
First published on May 16, 2024 / 2:57 PM EDT
© 2024 CBS Broadcasting Inc. All Rights Reserved.
©2024 CBS Broadcasting Inc. All Rights Reserved.",[],13,337,season,10
https://www.cbsnews.com/boston/news/edelman-gronkowski-parody-good-will-hunting-in-patriots-incredible-schedule-release-video/?intcid=CNR-02-0623,"Edelman, Gronkowski parody ""Good Will Hunting"" in Patriots' incredible schedule release video",Sports,"Watch CBS News
ByMatt Geagan
May 16, 2024 / 8:36 AM EDT/ CBS Boston
FOXBORO -- The Patriots announced their schedule for the upcoming NFL season on Wednesday night, and it's going to be a tough road for Jerod Mayo and crew in 2024. But while the team might not rack up a lot of wins during the season, at least the franchise's schedule release video was a massive hit.
Former Patriots greats Julian Edelman and Rob Gronkowski showed off their acting chops in a parody of the Oscar-winning filmGood Will Hunting, which was written by and starred Boston natives Matt Damon and Ben Affleck. Edelman stars as ""Jules Hunting,"" a janitor inside Gillette Stadium who figures out the team's 2024 schedule, which Mayo and company were trying to crack on a white board.
It was a brilliant idea and it was executed perfectly by the Patriots. Edelman nails it, all the way down to the famous ""You like apples?"" line where he reveals a portion of the 2024 schedule to Patriots' writer Evan Lazar. Gronk is Gronk as Jules' buddy in the Affleck role, and even owner Robert Kraft makes an appearance.
But it was Ernie Adams who stole the show in the Robin Williams role, delivering one of the best lines of the movie/parody. Edelman leaves the complete 2024 schedule for Adams -- in a folder with ""Pink Stripes"" written on it -- prompting Adams to deliver his own take on Williams' famous line from the end ofGood Will Hunting.
""Son of a b----, the kid stole my line,"" Adams says. (Williams just says ""he stole my line"" but we'll allow Ernie's take.)
Do you like schedules?pic.twitter.com/xxNTeCxFvv
There are Patriots references littered throughout the video, with 28-3 written on the white board, Edelman snatching a Super Bowl ring off a desk, some vintage Patriots gear, and Edelman readingFootball Scouting Methods, which was written by Steve Belichick Sr. And it wouldn't be a New England-related video without at least one Dunkin's cup.
The only thing missing was Danny Amendola screaming for a double burger, but recreating that scene would have required a lot more bleeps.
The Patriots made up for that omission with an incredible post-credits scene though. Just when you thought the video couldn't get any better, current Patriots David Andrews, Kendrick Bourne, Demario Douglas, and Marcus Jones parody Affleck's Boston-based crime flickThe Townby speeding into the Gillette parking lot in an SUV. They jump out in nun costumes, apparently ready to pull off a bank job, until a security guard (drinking Dunks, of course) tells them they're in the wrong movie.
The Patriots may be heading for another rough season in terms of wins on the football field, but they certainly won schedule release night. Given the franchise is at the early stages of a lengthy rebuild, we'll take any win we can get in New England.
Matthew Geagan is a sports writer and producer for CBS Boston and wbz.com. He has been part of the WBZ sports team for nearly 20 years.
First published on May 16, 2024 / 8:36 AM EDT
© 2024 CBS Broadcasting Inc. All Rights Reserved.
©2024 CBS Broadcasting Inc. All Rights Reserved.",[],12,531,patriot,9
